PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Ass. Imp	Prev. Ass. Land	Prev. Ass. Tot	Prev. App. Imp	Prev. App. Land	Prev. App. Tot	
117	25 PLEASANT ST	201/  80/  0010/  / 	  3470/0508	$426,300	$426,300	0.00	102R	CONDO NL  MDL-01	LCD	2	2021	$426,300	$0	$426,300	$390,000	11/27/2007	$295,000	09/03/2003	$388,500	$0	$388,500	$388,500	$0	$388,500	20:20:21	939
29	14 MARKET ST	201/  22/  /  / 	  4339/0611	$656,100	$656,100	3.91	1010	SINGLE FAM MDL01	LCD	1	2021	$420,400	$235,700	$656,100	$2,666	01/23/2018	$294,000	10/02/2000	$393,200	$207,900	$601,100	$393,200	$207,900	$601,100	20:20:23	940
30	10 MARKET ST	201/  23/  /  / 	  3959/0892	$494,000	$494,000	1.38	1010	SINGLE FAM MDL01	LCD	1	2021	$275,800	$218,200	$494,000	$278,533	03/04/2013			$273,700	$161,800	$435,500	$273,700	$161,800	$435,500	20:20:24	941
33	6 MARKET ST	201/  26/  /  / 	  4368/0297	$328,000	$328,000	0.29	1010	SINGLE FAM MDL01	LCD	1	2021	$176,400	$151,600	$328,000	$0	06/19/2018	$329,067	06/25/2014	$148,000	$153,900	$301,900	$148,000	$153,900	$301,900	20:20:25	942
921	77 ACORN HILL RD	408/  64/  2000/  / 	  2446/0463	$507,600	$551,500	12.12	1090	MULTI HSES		2	2021	$302,400	$249,100	$551,500	$0	02/10/2000	$65,000	07/31/1985	$267,600	$128,800	$396,400	$267,600	$168,600	$436,200	20:20:26	943
934	108 FRANKLIN HILL RD	408/  70/  1000/  / 	  2503/0991	$1,200	$222,900	15.7	6115	WPMR-5	R	1	2021	$0	$222,900	$222,900	$2,667	11/30/2000	$47,000	09/04/1996	$0	$1,200	$1,200	$0	$174,700	$174,700	20:20:27	944
939	96 FRANKLIN HILL RD	408/  71/  1000/  / 	  2503/0992	$841,300	$1,036,700	47.12	1010	SINGLE FAM MDL01	RD	3	2021	$596,300	$440,400	$1,036,700	$2,667	11/30/2000	$585,000	09/13/1995	$518,000	$293,400	$811,400	$518,000	$472,700	$990,700	20:20:27	945
962	179 DORCHESTER RD	409/  15/  /  / 	  4313/0720	$484,300	$484,300	0.42	1010	SINGLE FAM MDL01	LCD	1	2021	$371,900	$112,400	$484,300	$460,000	09/25/2017	$392,533	06/17/2013	$311,100	$118,200	$429,300	$311,100	$118,200	$429,300	20:20:28	946
969	45 ACORN HILL RD	409/  22/  /  / 	  3470/0235	$299,400	$299,400	4.4	1010	SINGLE FAM MDL01	RD	1	2021	$143,300	$156,100	$299,400	$0	11/26/2007	$85,000	08/30/1996	$118,900	$103,800	$222,700	$118,900	$103,800	$222,700	20:20:29	947
977	8 ACORN HILL RD	409/  30/  /  / 	  4298/0327	$776,700	$776,700	5	1010	SINGLE FAM MDL01	RD	1	2021	$584,200	$192,500	$776,700	$732,000	07/17/2017	$715,000	06/24/2015	$565,300	$152,800	$718,100	$565,300	$152,800	$718,100	20:20:30	948
899	21 HARDSCRABBLE LN	408/  54/  /  / 	  4334/0863	$1,004,700	$1,253,900	30.3	1010	SINGLE FAM MDL01	RD	1	2021	$738,600	$515,300	$1,253,900	$1,200,000	12/28/2017	$900,000	09/08/1999	$604,100	$267,900	$872,000	$604,100	$468,800	$1,072,900	20:20:31	949
875	43 FRANKLIN HILL RD	408/  37/  /  / 	  4638/ 858	$663,100	$663,100	3.65	1010	SINGLE FAM MDL01	RD	1	2021	$434,800	$228,300	$663,100	$0	06/02/2021	$143,000	05/01/2000	$411,400	$201,500	$612,900	$411,400	$201,500	$612,900	20:20:32	950
877	73 FRANKLIN HILL RD	408/  39/  /  / 	  4414/0452	$784,200	$871,700	11.34	1010	SINGLE FAM MDL01	RD	1	2021	$468,400	$403,300	$871,700	$795,000	01/31/2019	$545,000	12/13/1999	$401,000	$322,800	$723,800	$401,000	$402,000	$803,000	20:20:33	951
881	56 HORTON LN	408/  43/  /  / 	  2510/0926	$1,558,300	$1,640,300	20	1010	SINGLE FAM MDL01	RD	1	2021	$1,268,800	$371,500	$1,640,300	$485,000	01/12/2001	$80,000	12/15/1980	$990,200	$361,200	$1,351,400	$990,200	$435,700	$1,425,900	20:20:33	952
895	181 ACORN HILL RD	408/  50/  /  / 	  3891/0463	$941,900	$1,026,500	11.65	1010	SINGLE FAM MDL01	RD	1	2021	$743,700	$282,800	$1,026,500	$0	06/15/2012	$765,000	06/28/2006	$574,400	$192,900	$767,300	$574,400	$269,500	$843,900	20:20:34	953
896	11 HIGHBRIDGE RD	408/  51/  /  / 	  2470/0120	$1,387,300	$1,470,000	14.9	1010	SINGLE FAM MDL01	RD	1	2021	$1,117,300	$352,700	$1,470,000	$960,000	06/24/2000	$190,000	02/10/1992	$885,800	$307,400	$1,193,200	$885,800	$382,200	$1,268,000	20:20:35	954
898	11 HARDSCRABBLE LN	408/  53/  /  / 	  4335/0100	$1,200	$425,300	13.5	6226	HWUN-6	RD	1	2021	$0	$425,300	$425,300	$375,000	12/29/2017	$900,000	09/08/1999	$0	$1,200	$1,200	$0	$316,200	$316,200	20:20:36	955
839	39 PLEASANT ST	408/  2/  /  / 	  4584/ 724	$714,600	$900,500	41.97	1010	SINGLE FAM MDL01	LCD	1	2021	$534,600	$365,900	$900,500	$0	12/14/2020	$800,000	06/15/2018	$470,800	$139,800	$610,600	$470,800	$303,000	$773,800	20:20:37	956
768	150 ORFORD RD	407/  87/  /  / 	  2495/0263	$843,700	$843,700	2.2	3400	OFFICE BLD  MDL-94	RD	1	2021	$627,900	$215,800	$843,700	$0	10/23/2000			$464,000	$168,200	$632,200	$464,000	$168,200	$632,200	20:20:38	957
771	1 PINNACLE RD	407/  90/  /  / 	  3464/0860	$488,900	$488,900	5.4	0101	Single Fam	RD	1	2021	$283,000	$205,900	$488,900	$360,000	11/02/2007	$265,000	08/13/2002	$216,300	$160,700	$377,000	$216,300	$160,700	$377,000	20:20:39	958
785	65 PINNACLE RD	407/  97/  /  / 	  3866/0622	$1,171,200	$1,408,400	69.00	1010	SINGLE FAM MDL01	RD	2	2021	$857,100	$551,300	$1,408,400	$0	03/20/2012	$675,000	12/14/2001	$701,000	$398,200	$1,099,200	$701,000	$613,600	$1,314,600	20:20:39	959
799	112 HIGHBRIDGE RD	407/  109/  /  / 	  3926/0840	$558,800	$558,800	5.1	1010	SINGLE FAM MDL01	RD	1	2021	$375,900	$182,900	$558,800	$0	10/24/2012	$555,000	10/15/2007	$363,200	$161,600	$524,800	$363,200	$161,600	$524,800	20:20:40	960
27	22 MARKET ST	201/  20/  /  / 	  3701/0145	$536,700	$536,700	2.08	1010	SINGLE FAM MDL01	LCD	1	2021	$326,700	$210,000	$536,700	$0	05/17/2010	$437,533	08/21/2008	$325,200	$184,600	$509,800	$325,200	$184,600	$509,800	20:20:41	961
36	18 ON THE COMMON	201/  29/  /  / 	  4469/0248	$719,200	$719,200	2.2	3400	OFFICE BLD  MDL-94	LCD	1	2021	$303,000	$416,200	$719,200	$775,000	09/30/2019	$950,000	05/01/2007	$404,700	$318,600	$723,300	$404,700	$318,600	$723,300	20:20:42	962
51	6 ON THE COMMON UNIT #2	201/  35/  0020/  / 	  4659/ 112	$197,400	$197,400	0	1021	CONDO NL  MDL-05	LCD	1	2021	$197,400	$0	$197,400	$216,000	08/06/2021	$107,133	02/07/2012	$144,300	$0	$144,300	$144,300	$0	$144,300	20:20:43	963
52	6 ON THE COMMON UNIT #3	201/  35/  0030/  / 	  3943/0473	$184,100	$184,100	0	1021	CONDO NL  MDL-05	LCD	1	2021	$184,100	$0	$184,100	$150,000	12/27/2012	$132,000	02/14/2005	$141,100	$0	$141,100	$141,100	$0	$141,100	20:20:44	964
53	6 ON THE COMMON UNIT #4	201/  35/  0040/  / 	  4220/0472	$208,500	$208,500	0	1021	CONDO NL  MDL-05	LCD	1	2021	$208,500	$0	$208,500	$176,000	07/14/2016	$140,000	07/30/2013	$162,700	$0	$162,700	$162,700	$0	$162,700	20:20:44	965
1387	50 PONY HILL LN	416/  21/  /  / 	  4339/0351	$2,800	$356,000	31	6234	HWUNR-4	RD	1	2021	$0	$356,000	$356,000	$0	01/22/2018	$120,000	06/29/1999	$0	$2,800	$2,800	$0	$283,500	$283,500	20:20:45	966
1406	128 ORFORDVILLE RD	417/  5/  /  / 	  2495/0444	$933,700	$1,388,500	77.6	1010	SINGLE FAM MDL01	RD	1	2021	$703,700	$684,800	$1,388,500	$200,000	10/24/2000	$150,000	03/25/1992	$754,700	$274,500	$1,029,200	$754,700	$546,800	$1,301,500	20:20:46	967
1462	622 DORCHESTER RD	420/  22/  /  / 	  4638/ 462	$592,900	$755,800	73.67	1010	SINGLE FAM MDL01	ELD	1	2021	$316,800	$439,000	$755,800	$0	05/03/2021	$449,000	05/01/2000	$280,900	$216,200	$497,100	$280,900	$362,400	$643,300	20:20:47	968
1298	420 DORCHESTER RD	414/  53/  /  / 	  4350/0600	$1,180,800	$1,317,900	29.24	1010	SINGLE FAM MDL01	ELD	1	2021	$1,009,200	$308,700	$1,317,900	$1,300,000	03/29/2018	$535,000	08/14/2003	$900,600	$225,200	$1,125,800	$900,600	$349,700	$1,250,300	20:20:48	969
1319	266 DORCHESTER RD	414/  63/  /  / 	  4204/0599	$23,200	$199,400	20	1060	AC LND IMP	RD	1	2021	$5,700	$193,700	$199,400	$0	05/12/2016	$455,000	06/22/2009	$3,900	$20,900	$24,800	$3,900	$159,300	$163,200	20:20:49	970
1335	34 HARDSCRABBLE LN	415/  11/  /  / 	  2416/0844	$562,600	$562,600	20	1010	SINGLE FAM MDL01	RD	1	2021	$307,900	$254,700	$562,600	$249,000	05/07/1999	$95,000	09/14/1988	$309,700	$243,500	$553,200	$309,700	$243,500	$553,200	20:20:50	971
1340	65 POUT POND LN	415/  15/  /  / 	  4488/ 166	$420,500	$420,500	5.02	1080	SFR/ACC UNIT	RD	1	2021	$225,000	$195,500	$420,500	$399,000	12/16/2019	$325,000	07/11/2000	$306,100	$194,900	$501,000	$306,100	$194,900	$501,000	20:20:51	972
1341	67 POUT POND LN	415/  16/  /  / 	  4427/0561	$847,300	$847,300	6.11	1080	SFR/ACC UNIT	RD	1	2021	$644,800	$202,500	$847,300	$0	04/18/2019	$550,000	04/15/2000	$540,800	$231,100	$771,900	$540,800	$231,100	$771,900	20:20:52	973
1344	75+77 POUT POND LN	415/  19/  /  / 	  4048/0440	$796,700	$1,620,100	298.1	1010	SINGLE FAM MDL01	RD	1	2021	$518,400	$1,101,700	$1,620,100	$1,462,533	04/04/2014	$4,000	06/23/1992	$503,200	$271,000	$774,200	$503,200	$733,300	$1,236,500	20:20:53	974
1263	307 DORCHESTER RD	414/  32/  /  / 	  4232/0263	$326,500	$565,000	37.5	1010	SINGLE FAM MDL01	RD	1	2021	$156,000	$409,000	$565,000	$0	09/06/2016			$156,600	$129,000	$285,600	$156,600	$345,300	$501,900	20:20:53	975
787	67+69 PINNACLE RD	407/  99/  /  / 	  1830/ 743	$405,300	$405,300	0.7	1090	MULTI HSES	RD	2	2021	$238,800	$166,500	$405,300	$95,053	10/31/1989			$247,800	$95,100	$342,900	$247,800	$95,100	$342,900	20:20:54	976
963	181 DORCHESTER RD	409/  16/  /  / 	  3876/0956	$484,900	$484,900	0.59	3400	OFFICE BLD  MDL-94	LCD	1	2021	$245,600	$239,300	$484,900	$325,000	04/27/2012			$261,400	$167,800	$429,200	$261,400	$167,800	$429,200	20:20:55	977
1058	294 BAKER HILL RD	410/  3/  /  / 	  4519/ 343	$26,400	$280,200	26	1060	AC LND IMP	RD	1	2021	$9,400	$270,800	$280,200	$396,933	05/14/2020			$8,900	$12,400	$21,300	$8,900	$213,800	$222,700	20:20:56	978
1277	443 DORCHESTER RD	414/  44/  /  / 	  4193/0233	$13,900	$294,200	149	6334	OTUNR-4	ELD	1	2021	$0	$294,200	$294,200	$50,000	03/15/2016			$0	$13,900	$13,900	$0	$261,000	$261,000	20:20:57	979
1363	461 DORCHESTER RD	415/  29/  /  / 	  3850/0766	$8,500	$89,400	112	1320	RES ACLNUD	MFD	1	2021	$0	$89,400	$89,400	$75,000	12/29/2011			$0	$7,600	$7,600	$0	$80,700	$80,700	20:20:58	980
1448	615 DORCHESTER RD	420/  8/  /  / 	  2105/0870	$183,000	$282,000	15.1	1300	RES ACLNDV	ELD	1	2021	$0	$282,000	$282,000	$4,000	08/20/1994	$160,000	01/26/1990	$0	$142,000	$142,000	$0	$241,500	$241,500	20:20:58	981
100264	80 NORTH THETFORD RD	404/  51/  /  / 	  3700/0068	$400	$208,200	11.46	6334	OTUNR-4	RD	1	2021	$0	$208,200	$208,200	$0	04/12/2010	$125,000	10/08/2002	$0	$400	$400	$0	$185,900	$185,900	20:20:59	982
100583	95 DARTMOUTH COLLEGE HY #1234	401/  55/  123/  / 	  2327/0460	$1,848,200	$1,848,200	0.00	904C	PRI SCHOOL  MDL-94	BD	4	2021	$1,848,200	$0	$1,848,200	$750,000	07/08/1998			$1,690,400	$0	$1,690,400	$1,690,400	$0	$1,690,400	20:21:00	983
103117	15  MAIN ST	201/  77/  T/  / 	  4157/0986	$81,500	$81,500	0.14	0310	PRI COMM	LCD	1	2021	$37,000	$44,500	$81,500	$553,000	09/17/2015			$39,700	$44,500	$84,200	$39,700	$44,500	$84,200	20:21:01	984
101162	15 MAIN ST	201/  77/  E/  / 	  4157/0986	$526,400	$526,400	0.80	0912	HISTORICAL/APT	LCD	1	2021	$273,300	$253,100	$526,400	$553,000	09/17/2015	$525,000	05/12/2010	$234,200	$253,100	$487,300	$234,200	$253,100	$487,300	20:21:02	985
1070	168 BAKER HILL RD	410/  11/  /  / 	  3718/0518	$231,900	$231,900	9.2	1030	MOBILE HOM  MDL-02	RD	1	2021	$62,100	$169,800	$231,900	$0	07/06/2010			$48,800	$134,300	$183,100	$48,800	$134,300	$183,100	20:21:03	986
103178	BAKER HILL RD	410/  13/  1200/  / 	  4303/ 340	$121,600	$121,600	0.19	903I	MUNICPAL  MDL-96	RD	1	2021	$33,600	$88,000	$121,600	$0	08/08/2017			$48,800	$134,300	$183,100	$48,800	$134,300	$183,100	20:21:03	987
1077	44 BAILEY HILL LN	410/  33/  2000/  / 	  3848/0046	$30,700	$997,900	525	6234	HWUNR-4	RD	1	2021	$0	$997,900	$997,900	$0	12/30/2011	$1,330,000	09/15/2006	$0	$30,700	$30,700	$0	$909,100	$909,100	20:21:04	988
1078	99 BEAR HILL LN	410/  15/  /  / 	  4008/0854	$304,800	$304,800	6.2	1010	SINGLE FAM MDL01	RD	1	2021	$200,900	$103,900	$304,800	$289,000	09/04/2013	$170,000	05/08/2003	$166,600	$82,200	$248,800	$166,600	$82,200	$248,800	20:21:05	989
1081	103 BEAR HILL LN	410/  18/  /  / 	  3869/0217	$100	$92,100	0.94	6133	WPUNR-3	RD	1	2021	$0	$92,100	$92,100	$0	03/15/2012	$65,000	11/16/2007	$0	$100	$100	$0	$63,500	$63,500	20:21:06	990
1082	107 BEAR HILL LN	410/  19/  /  / 	  3380/0854	$129,600	$129,600	0.91	1010	SINGLE FAM MDL01	RD	1	2021	$33,700	$95,900	$129,600	$0	02/15/2007	$5,000	12/07/1987	$49,500	$72,100	$121,600	$49,500	$72,100	$121,600	20:21:07	991
1083	111 BEAR HILL LN	410/  20/  /  / 	  3869/0217	$3,900	$572,000	116	6333	OTUNR-3	RD	1	2021	$0	$572,000	$572,000	$0	03/15/2012	$350,000	02/18/2005	$0	$3,900	$3,900	$0	$491,600	$491,600	20:21:08	992
1084	102 BEAR HILL LN	410/  21/  /  / 	  3869/0217	$100	$33,700	0.63	6133	WPUNR-3	RD	1	2021	$0	$33,700	$33,700	$0	03/15/2012	$36,000	01/04/2008	$0	$100	$100	$0	$23,200	$23,200	20:21:09	993
1085	38 BAILEY HILL LN	410/  22/  /  / 	  3869/0214	$1,300	$140,400	13.28	6124	WPUN-4	RD	1	2021	$0	$140,400	$140,400	$0	03/21/2012			$0	$1,300	$1,300	$0	$108,100	$108,100	20:21:10	994
1087	24 BAILEY HILL LN	410/  24/  /  / 	  3657/0390	$83,500	$83,500	8	1300	RES ACLNDV	RD	1	2021	$0	$83,500	$83,500	$0	10/27/2009	$60,000	09/02/2004	$0	$68,100	$68,100	$0	$68,100	$68,100	20:21:11	995
1091	205 BAKER HILL RD	410/  28/  /  / 	  1245/ 349	$234,400	$234,400	1.93	1010	SINGLE FAM MDL01	RD	1	2021	$89,200	$145,200	$234,400	$0	03/18/1975			$76,500	$99,500	$176,000	$76,500	$99,500	$176,000	20:21:12	996
1092	215 BAKER HILL RD	410/  29/  /  / 	  2354/0060	$470,800	$470,800	4.06	1010	SINGLE FAM MDL01	RD	1	2021	$309,500	$161,300	$470,800	$168,000	11/06/1998	$149,000	07/01/1997	$308,900	$125,600	$434,500	$308,900	$125,600	$434,500	20:21:13	997
1093	7 CLAFLIN LN	410/  30/  /  / 	  4179/ 709	$139,200	$139,200	7.89	1300	RES ACLNDV	RD	1	2021	$0	$139,200	$139,200	$52,000	12/17/2015	$73,000	04/07/1980	$0	$113,400	$113,400	$0	$113,400	$113,400	20:21:13	998
1094	15 CLAFLIN LN	410/  31/  /  / 	  4612/ 260	$420,500	$420,500	17.7	1010	SINGLE FAM MDL01	RD	1	2021	$179,900	$240,600	$420,500	$405,000	03/17/2021			$161,200	$186,300	$347,500	$161,200	$186,300	$347,500	20:21:14	999
1096	42 CLAFLIN LN	410/  33/  1000/  / 	  4557/ 709	$1,862,900	$2,324,500	77.52	1090	MULTI HSES	RD	3	2021	$1,543,900	$780,600	$2,324,500	$2,575,000	09/24/2020	$1,550,000	10/05/2009	$1,186,300	$299,800	$1,486,100	$1,186,300	$632,300	$1,818,600	20:21:15	1000
1098	25 PICO RD	410/  35/  /  / 	  4040/0208	$1,800	$227,800	26	6236	HWUNR-6	RD	1	2021	$0	$227,800	$227,800	$0	02/10/2014	$27,000	02/12/1999	$0	$1,800	$1,800	$0	$184,200	$184,200	20:21:16	1001
1102	65 PICO RD	410/  39/  /  / 	  3550/0554	$229,000	$229,000	2.44	1010	SINGLE FAM MDL01	RD	1	2021	$94,200	$134,800	$229,000	$180,000	09/15/2008			$79,300	$92,900	$172,200	$79,300	$92,900	$172,200	20:21:17	1002
1104	7 BLISS LN	410/  41/  /  / 	  4328/0018	$724,900	$969,700	40.83	1010	SINGLE FAM MDL01	RD	1	2021	$535,000	$434,700	$969,700	$0	11/29/2017	$795,000	02/10/2014	$527,000	$156,600	$683,600	$527,000	$372,600	$899,600	20:21:18	1003
1105	31 BLISS LN	410/  42/  /  / 	  3497/0389	$725,500	$970,800	42.00	1010	SINGLE FAM MDL01	RD	1	2021	$538,000	$432,800	$970,800	$810,000	03/06/2008	$4,000	08/19/1988	$498,600	$165,900	$664,500	$498,600	$382,200	$880,800	20:21:18	1004
692	13 NORTH THETFORD RD	407/  32/  /  / 	  2495/0042	$806,000	$806,000	3.72	1090	MULTI HSES	RD	2	2021	$578,500	$227,500	$806,000	$500,000	10/29/2000	$8,500	06/24/1988	$516,900	$151,300	$668,200	$516,900	$151,300	$668,200	20:21:19	1005
1109	74 BLISS LN	410/  46/  1000/  / 	  4046/0956	$868,500	$1,143,300	54.35	1010	SINGLE FAM MDL01	RD	2	2021	$653,900	$489,400	$1,143,300	$1,695,000	03/27/2014	$1,025,000	06/04/2012	$600,500	$209,100	$809,600	$600,500	$458,600	$1,059,100	20:21:20	1006
694	17 NORTH THETFORD RD	407/  34/  /  / 	  3793/0253	$343,200	$343,200	2.03	1010	SINGLE FAM MDL01	RD	1	2021	$191,000	$152,200	$343,200	$245,000	05/17/2011	$113,000	06/30/1998	$163,000	$114,700	$277,700	$163,000	$114,700	$277,700	20:21:21	1007
1111	60 BLISS LN	410/  48/  /  / 	  1327/0271	$128,800	$128,800	2.9	1300	RES ACLNDV	RD	1	2021	$0	$128,800	$128,800	$0				$0	$103,700	$103,700	$0	$103,700	$103,700	20:21:22	1008
1112	54 BLISS LN	410/  49/  /  / 	  1677/ 894	$365,300	$365,300	3	1010	SINGLE FAM MDL01	RD	1	2021	$196,600	$168,700	$365,300	$4,000	07/02/1981			$161,500	$134,800	$296,300	$161,500	$134,800	$296,300	20:21:23	1009
1113	50 BLISS LN	410/  50/  /  / 	   PRO/2000	$296,000	$528,800	70.9	1030	MOBILE HOM  MDL-02	RD	1	2021	$73,200	$455,600	$528,800	$0	10/02/2000			$46,300	$178,700	$225,000	$46,300	$389,600	$435,900	20:21:24	1010
695	21 NORTH THETFORD RD	407/  35/  /  / 	002784/0570	$373,100	$373,100	7.97	1010	SINGLE FAM MDL01	RD	1	2021	$179,300	$193,800	$373,100	$0	02/27/2003	$147,000	08/11/1999	$138,900	$157,700	$296,600	$138,900	$157,700	$296,600	20:21:25	1011
706	30 NORTH THETFORD RD	407/  46/  /  / 	  2482/0411	$410,100	$410,100	4.9	1010	SINGLE FAM MDL01	RD	1	2021	$213,600	$196,500	$410,100	$189,000	08/22/2000	$165,000	08/08/1994	$202,400	$158,400	$360,800	$202,400	$158,400	$360,800	20:21:26	1012
960	175 DORCHESTER RD	409/  13/  /  / 	  1990/0036	$324,700	$324,700	0.43	0101	Single Fam	LCD	1	2021	$209,600	$115,100	$324,700	$100,000	09/23/1992			$196,300	$111,100	$307,400	$196,300	$111,100	$307,400	20:21:26	1013
961	177 DORCHESTER RD	409/  14/  /  / 	  0880/0574	$627,600	$627,600	2.80	906I	CHURCH ETC  MDL-96	LCD	2	2021	$383,800	$243,800	$627,600	$0				$349,400	$201,300	$550,700	$349,400	$201,300	$550,700	20:21:27	1014
964	15 DERBY LN	409/  17/  /  / 	  4501/ 324	$211,200	$211,200	4.1	1300	RES ACLNDV	LCD	1	2021	$0	$211,200	$211,200	$218,700	02/18/2020			$79,100	$153,500	$232,600	$79,100	$153,500	$232,600	20:21:28	1015
965	183 DORCHESTER RD (LCAB)	409/  18/  /  / 	 	$755,500	$755,500	1.3	903C	MUNICPAL  MDL-94	LCD	1	2021	$524,400	$231,100	$755,500	$0				$459,700	$188,600	$648,300	$459,700	$188,600	$648,300	20:21:29	1016
1121	305 BAKER HILL RD	410/  58/  /  / 	  1880/0011	$369,900	$369,900	1.1	1010	SINGLE FAM MDL01	RD	1	2021	$221,000	$148,900	$369,900	$10,000	09/14/1990			$195,500	$102,800	$298,300	$195,500	$102,800	$298,300	20:21:30	1017
1122	171 GOOSE POND RD	410/  59/  /  / 	PRO-2013	$125,100	$125,100	2.9	1030	MOBILE HOM  MDL-02	RD	1	2021	$27,800	$97,300	$125,100	$0	12/17/2013	$1,500	05/24/1976	$10,300	$67,100	$77,400	$10,300	$67,100	$77,400	20:21:30	1018
773	21 PINNACLE RD	407/  92/  /  / 	  4166/ 137	$142,900	$142,900	6.7	1300	RES ACLNDV	RD	1	2021	$0	$142,900	$142,900	$0	10/20/2015			$0	$107,300	$107,300	$0	$107,300	$107,300	20:21:31	1019
774	31 PINNACLE RD	407/  93/  /  / 	  4020/0964	$308,900	$308,900	2	1010	SINGLE FAM MDL01	RD	1	2021	$161,200	$147,700	$308,900	$1	10/24/2013			$125,900	$107,500	$233,400	$125,900	$107,500	$233,400	20:21:32	1020
775	33 PINNACLE RD	407/  94/  /  / 	  1619/0305	$292,100	$292,100	5.3	1010	SINGLE FAM MDL01	RD	1	2021	$127,300	$164,800	$292,100	$0	09/03/1986			$91,900	$123,000	$214,900	$91,900	$123,000	$214,900	20:21:33	1021
776	35 PINNACLE RD	407/  95/  /  / 	  4622/ 621	$610,900	$610,900	4.1	1010	SINGLE FAM MDL01	RD	1	2021	$404,000	$206,900	$610,900	$700,000	04/19/2021			$370,200	$131,400	$501,600	$370,200	$131,400	$501,600	20:21:34	1022
102956	DARTMOUTH COLLEGE HY	401/  53/  2000/  / 	  4013/ 0515	$237,100	$237,100	25	1300	RES ACLNDV	RD	1	2021	$0	$237,100	$237,100	$233,400	09/23/2013			$0	$206,300	$206,300	$0	$206,300	$206,300	20:21:35	1023
1208	17 FLINT HILL RD	414/  2/  /  / 	  4344/0915	$456,500	$456,500	2.1	1010	SINGLE FAM MDL01	RD	1	2021	$293,700	$162,800	$456,500	$0	02/23/2018	$308,000	12/30/1996	$288,100	$141,600	$429,700	$288,100	$141,600	$429,700	20:21:35	1024
1209	21 FLINT HILL RD	414/  3/  /  / 	  4140/0820	$493,600	$493,600	9	1010	SINGLE FAM MDL01	RD	1	2021	$294,100	$199,500	$493,600	$448,000	07/06/2015	$4,000	02/16/1999	$278,000	$156,700	$434,700	$278,000	$156,700	$434,700	20:21:36	1025
1211	35 POUT POND LN	414/  5/  /  / 	  3046/0042	$284,000	$284,000	5.03	1010	SINGLE FAM MDL01	RD	1	2021	$116,300	$167,700	$284,000	$182,000	08/25/2004	$88,600	09/19/1990	$112,900	$120,000	$232,900	$112,900	$120,000	$232,900	20:21:37	1026
1212	39 POUT POND LN	414/  6/  /  / 	  3316/0974	$660,800	$660,800	6.4	1010	SINGLE FAM MDL01	RD	1	2021	$470,800	$190,000	$660,800	$140,000	08/15/2006	$119,000	06/01/2005	$369,200	$160,700	$529,900	$369,200	$160,700	$529,900	20:21:38	1027
1213	45 POUT POND LN	414/  7/  /  / 	  4207/0517	$579,700	$579,700	3.46	1010	SINGLE FAM MDL01		1	2021	$390,400	$189,300	$579,700	$565,000	05/20/2016	$541,000	07/31/2012	$393,500	$160,800	$554,300	$393,500	$160,800	$554,300	20:21:39	1028
1215	60 POUT POND LN	414/  9/  1000/  / 	  1963/0583	$5,000	$419,900	41.9	6134	WPUNR-4	RD	1	2021	$0	$419,900	$419,900	$1	12/04/1991			$0	$5,000	$5,000	$0	$331,500	$331,500	20:21:40	1029
1222	75 FLINT HILL RD	414/  11/  1100/  / 	  4110/0719	$572,400	$644,900	12.80	1010	SINGLE FAM MDL01	RD	3	2021	$376,600	$268,300	$644,900	$0	02/13/2015	$425,000	02/20/2009	$316,000	$155,300	$471,300	$316,000	$221,100	$537,100	20:21:41	1030
1223	63 FLINT HILL RD	414/  11/  1200/  / 	  3669/0147	$7,600	$428,700	90.4	6135	WPUNR-5	RD	1	2021	$0	$428,700	$428,700	$400,000	12/16/2009	$215,000	11/25/1998	$0	$7,600	$7,600	$0	$403,400	$403,400	20:21:42	1031
1225	91 FLINT HILL RD	414/  12/  /  / 	  1964/ 126	$394,400	$441,400	12.4	1010	SINGLE FAM MDL01	RD	1	2021	$222,900	$218,500	$441,400	$0	04/30/1992	$4,000	06/07/1988	$215,800	$147,900	$363,700	$215,800	$190,500	$406,300	20:21:43	1032
1226	80 POUT POND LN	414/  13/  /  / 	  3669/0171	$1,289,500	$1,545,600	43.7	1010	SINGLE FAM MDL01		1	2021	$831,300	$714,300	$1,545,600	$900,000	12/16/2009	$115,000	05/09/1994	$828,300	$475,500	$1,303,800	$828,300	$617,400	$1,445,700	20:21:44	1033
1227	39 SMITH MOUNTAIN RD	414/  14/  /  / 	  4085/ 718	$574,300	$785,600	65	1010	SINGLE FAM MDL01	MFD	1	2021	$425,300	$360,300	$785,600	$785,000	10/01/2014	$55,000	04/28/1988	$404,100	$146,300	$550,400	$404,100	$338,100	$742,200	20:21:45	1034
1228	55 SMITH MOUNTAIN RD	415/  30/  /  / 	  3638/0924	$330,800	$506,600	70.1	1010	SINGLE FAM MDL01	RD	1	2021	$162,200	$344,400	$506,600	$0	08/17/2009	$4,000	04/08/1994	$139,600	$144,500	$284,100	$139,600	$303,900	$443,500	20:21:45	1035
